Campaign,Ad Group,Keyword,Match Type,Status
WW | NZ | Brand,Brand - Waterwell,waterwell clinic,Phrase,Enabled
WW | NZ | Online Naturopath,General Naturopathy,naturopath nz,Phrase,Enabled
WW | NZ | Online Naturopath,General Naturopathy,best naturopath nz,Phrase,Enabled
WW | NZ | Online Naturopath,General Naturopathy,naturopath nz,Exact,Enabled
WW | NZ | Online Naturopath,General Naturopathy,best naturopath nz,Exact,Enabled
WW | NZ | Skin Conditions,Eczema,naturopath for eczema,Phrase,Enabled
WW | NZ | Skin Conditions,Eczema,eczema natural treatment,Phrase,Enabled
WW | NZ | Skin Conditions,Eczema,online eczema specialist,Phrase,Enabled
WW | NZ | Skin Conditions,Eczema,naturopath eczema online,Phrase,Enabled
WW | NZ | Skin Conditions,Eczema,natural eczema help,Phrase,Enabled
WW | NZ | Skin Conditions,Eczema,naturopath for eczema,Exact,Enabled
WW | NZ | Skin Conditions,Topical Steroid Withdrawal,topical steroid withdrawal help,Phrase,Enabled
WW | NZ | Skin Conditions,Topical Steroid Withdrawal,tsw naturopath,Phrase,Enabled
WW | NZ | Skin Conditions,Topical Steroid Withdrawal,steroid withdrawal skin support,Phrase,Enabled
WW | NZ | Skin Conditions,Topical Steroid Withdrawal,tsw natural treatment,Phrase,Enabled
WW | NZ | Skin Conditions,Topical Steroid Withdrawal,tsw naturopath,Exact,Enabled
WW | NZ | Skin Conditions,Other Skin Conditions,naturopath for psoriasis,Phrase,Enabled
WW | NZ | Skin Conditions,Other Skin Conditions,natural acne treatment,Phrase,Enabled
WW | NZ | Skin Conditions,Other Skin Conditions,naturopath chronic urticaria,Phrase,Enabled
WW | NZ | Skin Conditions,Other Skin Conditions,natural skin condition treatment,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath consult,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath consultation,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath online australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath online consultation,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,virtual naturopath,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,virtual naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,telehealth naturopath,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,telehealth naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath video consultation,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath video call,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,book naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,see a naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopathic consultation,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,qualified naturopath online,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,best online naturopath australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,naturopath consultation online australia,Phrase,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,online naturopath australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,virtual naturopath,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,telehealth naturopath australia,Exact,Enabled
WW | AU | Online Naturopath,Online Naturopath Consult AU,book naturopath online,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema australia,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath online,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema natural treatment,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,natural eczema help,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,online eczema specialist,Phrase,Enabled
WW | AU | Skin Conditions,Eczema AU,naturopath for eczema,Exact,Enabled
WW | AU | Skin Conditions,Eczema AU,eczema naturopath,Exact,Enabled
WW | AU | Skin Conditions,TSW AU,tsw naturopath,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal help,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,topical steroid withdrawal support,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw natural treatment,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,steroid withdrawal skin support,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw support australia,Phrase,Enabled
WW | AU | Skin Conditions,TSW AU,tsw naturopath,Exact,Enabled
WW | AU | Skin Conditions,Skin Support AU,naturopath for skin,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,online skin naturopath,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,skin naturopath australia,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,naturopath for psoriasis,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,naturopath for acne,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,natural acne treatment,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,naturopath for rosacea,Phrase,Enabled
WW | AU | Skin Conditions,Skin Support AU,naturopath chronic urticaria,Phrase,Enabled
